age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,locality,neworold,ownership,price,pricepersquare,status
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens","Children's play area,Club House,Sports Facility","7,500 sq ft",,5,5 BHK Apartment ,14,Koregaon Park,Resale,Freehold,160000000,"₹ 21,333/ sq ft ","Ready to move,Unfurnished"
16 - 17 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","2,200 sq ft",,4,4 BHK Apartment ,1,Koregaon Park,New,Freehold,30300000,"₹ 13,772/ sq ft ",Ready to move
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","4,000 sq ft",,5,5 BHK Apartment ,4,Koregaon Park,Resale,Freehold,80000000,"₹ 20,000/ sq ft ","Ready to move,Unfurnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,245 sq ft",,3,3 BHK Apartment ,4,Koregaon Park,Resale,Freehold,41000000,"₹ 18,262/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","2,100 sq ft",,4,4 BHK Apartment ,6,Koregaon Park,New,Freehold,24000000,"₹ 11,428/ sq ft ",Ready to move
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","2,400 sq ft",,3,3 BHK Apartment ,2,Koregaon Park,Resale,Freehold,24000000,"₹ 10,000/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","2,700 sq ft",,4,4 BHK Apartment ,1,Koregaon Park,New,Freehold,27000000,"₹ 10,000/ sq ft ",Ready to move
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,800 sq ft",,3,3 BHK Apartment ,10,Koregaon Park,Resale,Freehold,21000000,"₹ 11,666/ sq ft ","Ready to move,Semi-Furnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","8,300 sq ft",,5,5 BHK Apartment ,5,Koregaon Park,Resale,Freehold,141100000,"₹ 17,000/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Jogging Track,Staff Quarter","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","2,750 sq ft",,4,4 BHK Apartment ,4,Kalyani Nagar,Resale,Co-Operative Society,23000000,"₹ 8,363/ sq ft ","Ready to move,Unfurnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","2,120 sq ft",,3,3 BHK Apartment ,1,Kharadi,New,Freehold,16000000,"₹ 7,547/ sq ft ",Ready to move
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Sports Facility,Landscaped Gardens","1,250 sq ft",,2,2 BHK Apartment ,2,Bund Garden,Resale,Co-Operative Society,12000000,"₹ 9,600/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,900 sq ft",,4,4 BHK Apartment ,9,Kalyani Nagar,Resale,Freehold,35000000,"₹ 12,068/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track",Landscaped Gardens,"2,500 sq ft",,3,3 BHK Apartment ,3,Sangamvadi,Resale,Power of Attorney,40000000,"₹ 16,000/ sq ft ","Ready to move,Unfurnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,600 sq ft,,1,1 BHK Apartment ,5,Yerawada,Resale,Freehold,5000000,"₹ 8,333/ sq ft ","Ready to move,Unfurnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","2,975 sq ft",,4,4 BHK Apartment ,6,Kharadi,Resale,Freehold,45000000,"₹ 15,126/ sq ft ","Ready to move,Semi-Furnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,200 sq ft",,2,2 BHK Apartment ,5,Yerawada,Resale,Freehold,7500000,"₹ 6,250/ sq ft ","Ready to move,Unfurnished"
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,648 sq ft",,3,3 BHK Apartment ,1,Wagholi,Resale,Freehold,7250000,"₹ 4,399/ sq ft ","Ready to move,Unfurnished"
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"4,800 sq ft",,4,4 BHK Apartment ,11,Hadapsar,Resale,Co-Operative Society,32500000,"₹ 6,770/ sq ft ","Ready to move,Semi-Furnished"
3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,"1,150 sq ft",,2,2 BHK Apartment ,2,Wadgaon Sheri,Resale,Freehold,7500000,"₹ 6,521/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,550 sq ft",,3,3 BHK Apartment ,5,Viman Nagar,Resale,Co-Operative Society,10000000,"₹ 6,451/ sq ft ","Ready to move,Unfurnished"
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,679 sq ft",,3,3 BHK Apartment ,8,Wagholi,Resale,Freehold,8820000,"₹ 5,253/ sq ft ","Ready to move,Unfurnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","4,600 sq ft",,4,4 BHK Apartment ,4,Hadapsar,Resale,Freehold,40600000,"₹ 8,826/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,500 sq ft",,3,3 BHK Apartment ,3,Wadgaon Sheri,Resale,Freehold,10300000,"₹ 6,866/ sq ft ","Ready to move,Unfurnished"
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,270 sq ft",,2,2 BHK Apartment ,1,Wagholi,Resale,Freehold,5590000,"₹ 4,401/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting","Children's play area,Landscaped Gardens",809 sq ft,,2,2 BHK Apartment ,7,Viman Nagar,Resale,Freehold,7000000,"₹ 8,652/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,684 sq ft",,3,3 BHK Apartment ,6,Wadgaon Sheri,Resale,Freehold,13000000,"₹ 7,719/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,500 sq ft",,3,3 BHK Apartment ,2,Viman Nagar,Resale,Co-Operative Society,13000000,"₹ 8,666/ sq ft ","Ready to move,Unfurnished"
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,826 sq ft",,3,3 BHK Apartment ,12,Hadapsar,Resale,Freehold,16500000,"₹ 9,036/ sq ft ","Ready to move,Semi-Furnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,"1,750 sq ft",,3,3 BHK Apartment ,6,Wadgaon Sheri,Resale,Freehold,16000000,"₹ 9,142/ sq ft ","Ready to move,Semi-Furnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Gas connection,BED","Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table","1,600 sq ft",,3,3 BHK Apartment ,"8, ",Kharadi,Resale,Freehold,9200000,"₹ 5,750/ sq ft ","Ready to move,Semi-Furnished"
1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Gas connection","Swimming Pool,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,225 sq ft",2,2,2 BHK Apartment ,"1, ",Hinjewadi,New,Freehold,6282600,"₹ 5,128/ sq ft ",Ready to move
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,600 sq ft",,3,3 BHK Apartment ,"1, ",Koregaon Park,Resale,Freehold,23000000,"₹ 14,375/ sq ft ","Ready to move,Semi-Furnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,300 sq ft",,3,3 BHK Apartment ,"4, ",Viman Nagar,Resale,Freehold,27500000,"₹ 11,956/ sq ft ","Ready to move,Semi-Furnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track",Landscaped Gardens,"2,500 sq ft",,3,3 BHK Apartment ,4,Sangamvadi,Resale,Freehold,33000000,"₹ 13,200/ sq ft ","Ready to move,Semi-Furnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,616 sq ft",,3,3 BHK Apartment ,6,Wagholi,Resale,Freehold,8800000,"₹ 5,445/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,310 sq ft",,2,3 BHK Apartment ,4,Kalyani Nagar,Resale,Freehold,9500000,"₹ 7,252/ sq ft ","Ready to move,Semi-Furnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","1,085 sq ft",,2,2 BHK Apartment ,5,Wadgaon Sheri,Resale,Freehold,6000000,"₹ 5,530/ sq ft ","Ready to move,Semi-Furnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Jogging Track","Children's play area,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","4,400 sq ft",,4,4 BHK Apartment ,9,Kalyani Nagar,Resale,Freehold,55000000,"₹ 12,500/ sq ft ","Ready to move,Furnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","2,400 sq ft",,4,4 BHK Apartment ,2,Koregaon Park,Resale,Freehold,22500000,"₹ 9,375/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,300 sq ft",,3,3 BHK Apartment ,4,Kharadi,Resale,Freehold,8000000,"₹ 6,153/ sq ft ","Ready to move,Semi-Furnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,950 sq ft",,3,3 BHK Apartment ,3,Koregaon Park,Resale,Freehold,20000000,"₹ 10,256/ sq ft ","Ready to move,Unfurnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Club House,Sports Facility,Landscaped Gardens","4,355 sq ft",,4,4 BHK Apartment ,10,Kharadi,Resale,Freehold,32700000,"₹ 7,508/ sq ft ","Ready to move,Semi-Furnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","2,200 sq ft",,4,4 BHK Apartment ,6,Kharadi,Resale,Freehold,13500000,"₹ 6,136/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Children's play area,Club House,Sports Facility",900 sq ft,,2,2 BHK Apartment ,5,Viman Nagar,Resale,Freehold,6000000,"₹ 6,666/ sq ft ","Ready to move,Semi-Furnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","1,880 sq ft",,3,3 BHK Apartment ,10,Koregaon Park,Resale,Co-Operative Society,22000000,"₹ 11,702/ sq ft ","Ready to move,Semi-Furnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","3,737 sq ft",,3,3 BHK Apartment ,7,Kharadi,Resale,Freehold,34600000,"₹ 9,258/ sq ft ","Ready to move,Unfurnished"
16 - 17 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Staff Quarter","Sports Facility,Landscaped Gardens","2,220 sq ft",,3,4 BHK Apartment ,1,Koregaon Park,Resale,Freehold,33000000,"₹ 14,864/ sq ft ","Ready to move,Unfurnished"
11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,550 sq ft",,3,3 BHK Apartment ,5,Viman Nagar,Resale,Co-Operative Society,10000000,"₹ 6,451/ sq ft ","Ready to move,Unfurnished"
age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,locality,neworold,ownership,price,pricepersquare,status
0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,AC,Gas connection","Club House,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","4,300 sq ft",2,4,4 BHK Apartment ,"10, ",Kothrud,New,Co-Operative Society,65300000,"₹ 15,186/ sq ft ",Ready to move
10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi","1,300 sq ft",2,2,2 BHK Apartment ,"7, ",Kalyani Nagar,Resale,Freehold,16000000,"₹ 12,307/ sq ft ","Ready to move,Furnished"
4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","4,600 sq ft",4,4,4 BHK Apartment ,"15, ",Hadapsar,Resale,Freehold,48000000,"₹ 10,434/ sq ft ","Ready to move,Furnished"
19 - 20 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Dining Table,Gas connection,BED","Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",959 sq ft,2,2,2 BHK Apartment ,"1, ",Boat Club Road,Resale,Freehold,15000000,"₹ 15,641/ sq ft ","Ready to move,Furnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,600 sq ft",1,2,3 BHK Apartment ,"2, ",Ashok Nagar,New,Freehold,25000000,"₹ 15,625/ sq ft ",Ready to move
