,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,locality,neworold,ownership,price,pricepersquare,status
21777,16 - 17 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",800 sq ft,,2,2 BHK Apartment ,3,Viman Nagar,Resale,Freehold,5200000,"₹ 6,500/ sq ft ","Ready to move,Unfurnished"
21778,11 - 12 years,"Lift Available,24 X 7 Security,Jogging Track","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,600 sq ft",,3,3 BHK Apartment ,2,Koregaon Park,Resale,Freehold,12500000,"₹ 7,813/ sq ft ","Ready to move,Unfurnished"
21779,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Club House,Swimming Pool,Sports Facility",640 sq ft,,1,1 BHK Apartment ,5,Viman Nagar,Resale,Freehold,3700000,"₹ 5,781/ sq ft ","Ready to move,Semi-Furnished"
21781,11 - 12 years,"Lift Available,24 X 7 Security,Vaastu Compliant","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",650 sq ft,,1,1 BHK Apartment ,3,Viman Nagar,Resale,Freehold,4000000,"₹ 6,154/ sq ft ","Ready to move,Furnished"
21782,22 - 23 years,"24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",980 sq ft,,2,2 BHK Apartment ,1,Viman Nagar,Resale,Freehold,4400000,"₹ 4,490/ sq ft ","Ready to move,Unfurnished"
21783,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,610 sq ft",,3,3 BHK Apartment ,3,Kharadi,Resale,Freehold,7000000,"₹ 4,348/ sq ft ","Ready to move,Furnished"
21784,9 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",945 sq ft,,2,2 BHK Apartment ,"2, ",Kalyani Nagar,Resale,Freehold,9600000,"₹ 10,158/ sq ft ","Ready to move,Unfurnished"
21785,6 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",820 sq ft,,2,2 BHK Apartment ,"8, ",Kalyani Nagar,Resale,Freehold,10600000,"₹ 12,926/ sq ft ","Ready to move,Unfurnished"
21786,8 - 9 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",833 sq ft,1,2,2 BHK Apartment ,"7, ",Pathare Vasti Road,Resale,Freehold,1800000,"₹ 2,160/ sq ft ","Ready to move,Unfurnished"
21787,1 - 2 years,"Car Parking,Power Backup,24 X 7 Security","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",641 sq ft,1,1,1 BHK Independent Floor ,"3, ",Wagholi,Resale,Freehold,3000000,"₹ 4,680/ sq ft ","Ready to move,Unfurnished"
21809,29 - 30 years,"Wardrobe,TV","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",600 sq ft,2,1,2 BHK Apartment ,"1, ",Kamgar Nagar PimpriChinchwad,Resale,Co-Operative Society,2800000,"₹ 4,666/ sq ft ","Ready to move,Semi-Furnished"
21815,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,210 sq ft",1,2,2 BHK Apartment ,"3, ",Undri,Resale,Freehold,7700000,"₹ 6,363/ sq ft ","Ready to move,Unfurnished"
21816,15 years,Wardrobe,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",750 sq ft,,1,2 BHK Apartment ,Gr ,Sinhgad Road,Resale,Freehold,3100000,"₹ 4,133/ sq ft ","Ready to move,Semi-Furnished"
21818,3 - 4 years,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Gymnasium,Swimming Pool,Indoor Games,Intercom,Rain Water Harvesting,Landscaped Gardens,Wardrobe","Lift Available,Club House,Sports Facility,Jogging Track,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,226 sq ft",2,3,3 BHK Independent House ,Gr ,Bibwewadi,Resale,Freehold,16500000,"₹ 13,458/ sq ft ","Ready to move,Unfurnished"
21819,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Wardrobe","Club House,Sports Facility,Jogging Track,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",885 sq ft,2,2,2 BHK Apartment ,"11, ",Nighoje,Resale,Freehold,6200000,"₹ 7,005/ sq ft ","Ready to move,Unfurnished"
21820,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Wardrobe,TV,Refrigerator,Sofa,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wifi,Dining Table","3,750 sq ft",2,4,4 BHK Villa ,Gr ,Veerbhadra Nagar,Resale,Freehold,31500000,"₹ 8,400/ sq ft ","Ready to move,Semi-Furnished"
21824,9 - 10 years,"Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens,Wardrobe,TV,Sofa,Dining Table,BED","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Refrigerator,Wifi,Gas connection","1,000 sq ft",1,2,2 BHK Independent Floor ,"4, ",Hadapsar,Resale,Freehold,5600000,"₹ 5,600/ sq ft ","Ready to move,Semi-Furnished"
21825,10 - 11 years,"Wardrobe,Sofa,Dining Table,Gas connection,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi","4,000 sq ft",2,4,4 BHK Apartment ,"6, ",Koregaon Park,Resale,Freehold,60000000,"₹ 15,000/ sq ft ","Ready to move,Furnished"
21828,9 - 10 years,"Wardrobe,Refrigerator,Sofa,Dining Table,Gas connection,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi","1,250 sq ft",1,2,2 BHK Apartment ,"4, ",Koregaon Park,Resale,Freehold,9000000,"₹ 7,200/ sq ft ","Ready to move,Furnished"
21829,1 - 2 years,"Wardrobe,Refrigerator,Sofa,Dining Table,Gas connection,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi","2,810 sq ft",2,4,3 BHK Apartment ,"8, ",Boat Club Road,Resale,Freehold,53400000,"₹ 19,003/ sq ft ","Ready to move,Furnished"
21848,8 - 9 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","Sports Facility,AC,Wifi,Gas connection","1,000 sq ft",2,2,2 BHK Apartment ,"1, ",Hadapsar,Resale,Freehold,5400000,"₹ 5,400/ sq ft ","Ready to move,Semi-Furnished"
21849,0 - 1 year,"Lift Available,Car Parking,24 X 7 Security,Swimming Pool,Landscaped Gardens","Power Backup,Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,050 sq ft",2,2,2 BHK Apartment ,"2, ",Kendriya Vihar Road PimpriChinchwad,Resale,Freehold,4600000,"₹ 4,380/ sq ft ","Ready to move,Unfurnished"
21856,6 - 7 years,"Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,000 sq ft",2,2,2 BHK Apartment ,"5, ",Akurdi,Resale,Freehold,6200000,"₹ 6,200/ sq ft ","Ready to move,Unfurnished"
21859,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED",Wifi,"1,700 sq ft",3,3,3 BHK Apartment ,"9, ",Wanowrie,Resale,Freehold,15000000,"₹ 8,823/ sq ft ","Ready to move,Furnished"
21862,5 - 6 years,BED,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",604 sq ft,1,1,1 BHK Apartment ,"5, ",Boat Club Road,Resale,Freehold,8000000,"₹ 13,245/ sq ft ","Ready to move,Unfurnished"
21864,0 - 1 year,BED,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",550 sq ft,,1,1 BHK Apartment ,"1, ",Boat Club Road,Resale,Co-Operative Society,660000,"₹ 1,200/ sq ft ","Ready to move,Unfurnished"
21865,10 - 11 years,BED,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,600 sq ft",2,3,3 BHK Apartment ,"5, ",Sangamvadi,Resale,Freehold,27000000,"₹ 16,875/ sq ft ","Ready to move,Furnished"
21867,0 - 1 year,"Lift Available,Car Parking,24 X 7 Security,Children's play area,Vaastu Compliant,Rain Water Harvesting,School,Hospital,Dining Table","Power Backup,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Gas connection,BED",680 sq ft,1,2,1 BHK Apartment ,"3, ",Kharadi,New,Freehold,3400000,"₹ 5,000/ sq ft ",Ready to move
21868,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM,AC,Gas connection","Sports Facility,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",970 sq ft,1,2,2 BHK Apartment ,"1, ",Lohegaon,Resale,Co-Operative Society,4200000,"₹ 4,329/ sq ft ","Ready to move,Semi-Furnished"
21869,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Rain Water Harvesting,Landscaped Gardens","Sports Facility,Jogging Track","1,010 sq ft",2,2,2 BHK Apartment ,"3, ",Bopodi,Resale,Freehold,6800000,"₹ 6,732/ sq ft ","Ready to move,Unfurnished"
21872,19 - 20 years,"Car Parking,Power Backup,24 X 7 Security,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wifi",482 sq ft,1,1,1 BHK Apartment ,"3, ",Kalyani Nagar,Resale,Freehold,6500000,"₹ 13,485/ sq ft ","Ready to move,Furnished"
21878,12 - 13 years,"Car Parking,AC,Wardrobe,Sofa,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,TV,Refrigerator,Wifi,Dining Table,Gas connection","2,250 sq ft",2,3,3 BHK Apartment ,"5, ",Erandwane,Resale,Co-Operative Society,30000000,"₹ 13,333/ sq ft ","Ready to move,Furnished"
21880,41 - 42 years,"Wardrobe,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",773 sq ft,1,1,2 BHK Apartment ,"2, ",Bund Garden,Resale,Co-Operative Society,8000000,"₹ 10,349/ sq ft ","Ready to move,Semi-Furnished"
21881,8 - 9 years,Wardrobe,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,000 sq ft",2,2,2 BHK Apartment ,"2, ",Wadgaon Sheri,Resale,Co-Operative Society,5900000,"₹ 5,900/ sq ft ","Ready to move,Semi-Furnished"
21882,21 - 22 years,"Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,450 sq ft",,3,3 BHK Apartment ,2,Bund Garden,Resale,Co-Operative Society,18000000,"₹ 12,413/ sq ft ","Ready to move,Unfurnished"
21883,16 - 17 years,"Car Parking,Vaastu Compliant","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,200 sq ft",,2,2 BHK Villa ,Gr,Kharadi,Resale,Freehold,9000000,"₹ 7,500/ sq ft ","Ready to move,Unfurnished"
21891,11 - 12 years,"Lift Available,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",740 sq ft,,2,2 BHK Apartment ,2,Wagholi,Resale,Freehold,3000000,"₹ 4,054/ sq ft ","Ready to move,Unfurnished"
21893,11 - 12 years,"Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","2,800 sq ft",,4,4 BHK Villa ,Gr,Koregaon Park,Resale,Freehold,60000000,"₹ 21,428/ sq ft ","Ready to move,Furnished"
21894,21 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,225 sq ft",,3,3 BHK Apartment ,"2, ",Bund Garden,Resale,Freehold,19000000,"₹ 15,510/ sq ft ","Ready to move,Unfurnished"
21904,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Jogging Track,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Children's play area,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,400 sq ft",,2,2 BHK Apartment ,1,Koregaon Park,Resale,Freehold,11000000,"₹ 7,857/ sq ft ","Ready to move,Unfurnished"
21905,16 - 17 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,750 sq ft",,3,3 BHK Apartment ,2,Kalyani Nagar,Resale,Freehold,15000000,"₹ 8,571/ sq ft ","Ready to move,Furnished"
21916,11 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",575 sq ft,1,2,1 BHK Apartment ,"4, ",Koregaon Park,Resale,Freehold,5000000,"₹ 8,695/ sq ft ","Ready to move,Unfurnished"
21918,13 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",965 sq ft,2,2,2 BHK Apartment ,"2, ",Koregaon Park,Resale,Freehold,6800000,"₹ 7,046/ sq ft ","Ready to move,Unfurnished"
21919,13 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,085 sq ft",2,2,2 BHK Apartment ,"7, ",Koregaon Park,Resale,Freehold,9000000,"₹ 8,294/ sq ft ","Ready to move,Unfurnished"
21921,11 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","3,000 sq ft",3,3,5 BHK Independent Floor ,"3, ",Kalyani Nagar,Resale,Freehold,45000000,"₹ 15,000/ sq ft ","Ready to move,Unfurnished"
21922,11 - 12 years,"Lift Available,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",815 sq ft,,2,2 BHK Apartment ,1,Wagholi,Resale,Freehold,5500000,"₹ 6,748/ sq ft ","Ready to move,Semi-Furnished"
21923,11 - 12 years,"Lift Available,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",577 sq ft,,1,1 BHK Apartment ,1,Viman Nagar,Resale,Freehold,3800000,"₹ 6,585/ sq ft ","Ready to move,Unfurnished"
21927,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"3,000 sq ft",,4,2 BHK Apartment ,6,Kalyani Nagar,Resale,Freehold,27500000,"₹ 9,166/ sq ft ","Ready to move,Unfurnished"
21928,11 - 12 years,"Lift Available,24 X 7 Security,Club House,Gymnasium,Jogging Track","Power Backup,Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens","4,500 sq ft",,4,4 BHK Apartment ,9,Kalyani Nagar,Resale,Freehold,55000000,"₹ 12,222/ sq ft ","Ready to move,Furnished"
21929,11 - 12 years,"Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,000 sq ft",,2,2 BHK Apartment ,3,Viman Nagar,Resale,Freehold,6500000,"₹ 6,500/ sq ft ","Ready to move,Semi-Furnished"
21930,11 - 12 years,"Lift Available,Power Backup,24 X 7 Security,Club House,Jogging Track","Children's play area,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,875 sq ft",,2,2 BHK Apartment ,2,Kalyani Nagar,Resale,Freehold,14000000,"₹ 7,466/ sq ft ","Ready to move,Unfurnished"
21938,21 - 22 years,"Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,450 sq ft",,3,3 BHK Apartment ,2,Viman Nagar,Resale,Freehold,7000000,"₹ 4,828/ sq ft ","Ready to move,Unfurnished"
21941,11 - 12 years,"Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",500 sq ft,,1,1 BHK Apartment ,1,Kalyani Nagar,Resale,Freehold,4500000,"₹ 9,000/ sq ft ","Ready to move,Unfurnished"
21942,11 - 12 years,"Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,235 sq ft",,2,2 BHK Apartment ,4,Koregaon Park,Resale,Freehold,8000000,"₹ 6,478/ sq ft ","Ready to move,Semi-Furnished"
21943,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",965 sq ft,,2,2 BHK Apartment ,2,Koregaon Park,Resale,Freehold,9500000,"₹ 9,845/ sq ft ","Ready to move,Unfurnished"
21944,16 - 17 years,"Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,450 sq ft",,3,3 BHK Apartment ,2,Viman Nagar,Resale,Freehold,7500000,"₹ 5,172/ sq ft ","Ready to move,Unfurnished"
